76, -29, 12
76, -29, 14
76, -29, 16
78, -29, 18
79, -29, 20
77, -29, 22
78, -29, 24
81, -29, 26
81, -29, 28
83, -29, 30
83, -29, 32
84, -29, 34
85, -29, 36
86, -29, 38
87, -29, 40
91, -29, 42
90, -29, 44

72, -27, 0
72, -27, 2
72, -27, 4
72, -27, 6
73, -27, 8
74, -27, 10
76, -27, 12
79, -27, 14
79, -27, 16
81, -27, 18
80, -27, 20
80, -27, 22
82, -27, 24
84, -27, 26
84, -27, 28
84, -27, 30
86, -27, 32
86, -27, 34
87, -27, 36
87, -27, 38
91, -27, 40
89, -27, 42
92, -27, 44

79, -25, 0
81, -25, 2
80, -25, 4
81, -25, 6
80, -25, 8
82, -25, 10
82, -25, 12
82, -25, 14
83, -25, 16
83, -25, 18
83, -25, 20
83, -25, 22
85, -25, 24
85, -25, 26
88, -25, 28
86, -25, 30
88, -25, 32
89, -25, 34
90, -25, 36
92, -25, 38
94, -25, 40
93, -25, 42
97, -25, 44

83, -23, 0
85, -23, 2
83, -23, 4
84, -23, 6
82, -23, 8
82, -23, 10
82, -23, 12
82, -23, 14
86, -23, 16
82, -23, 18
82, -23, 20
84, -23, 22
84, -23, 24
87, -23, 26
85, -23, 28
87, -23, 30
88, -23, 32
90, -23, 34
92, -23, 36
93, -23, 38
95, -23, 40
101, -23, 42
103, -23, 44

86, -21, 0
86, -21, 2
85, -21, 4
86, -21, 6
82, -21, 8
83, -21, 10
85, -21, 12
85, -21, 14
85, -21, 16
84, -21, 18
84, -21, 20
85, -21, 22
88, -21, 24
86, -21, 26
87, -21, 28
88, -21, 30
89, -21, 32
91, -21, 34
91, -21, 36
93, -21, 38
97, -21, 40
99, -21, 42
100, -21, 44

83, -19, 0
84, -19, 2
83, -19, 4
84, -19, 6
82, -19, 8
83, -19, 10
84, -19, 12
83, -19, 14
83, -19, 16
84, -19, 18
83, -19, 20
86, -19, 22
84, -19, 24
85, -19, 26
86, -19, 28
87, -19, 30
90, -19, 32
88, -19, 34
90, -19, 36
91, -19, 38
92, -19, 40
96, -19, 42
99, -19, 44

80, -17, 0
80, -17, 2
82, -17, 4
80, -17, 6
82, -17, 8
81, -17, 10
81, -17, 12
81, -17, 14
83, -17, 16
82, -17, 18
84, -17, 20
83, -17, 22
84, -17, 24
84, -17, 26
85, -17, 28
89, -17, 30
88, -17, 32
87, -17, 34
88, -17, 36
90, -17, 38
90, -17, 40
96, -17, 42
96, -17, 44

78, -15, 0
79, -15, 2
80, -15, 4
78, -15, 6
80, -15, 8
80, -15, 10
80, -15, 12
80, -15, 14
80, -15, 16
81, -15, 18
81, -15, 20
82, -15, 22
82, -15, 24
84, -15, 26
83, -15, 28
86, -15, 30
84, -15, 32
86, -15, 34
88, -15, 36
89, -15, 38
90, -15, 40
92, -15, 42
94, -15, 44

78, -13, 0
76, -13, 2
79, -13, 4
79, -13, 6
79, -13, 8
79, -13, 10
79, -13, 12
79, -13, 14
80, -13, 16
82, -13, 18
79, -13, 20
81, -13, 22
82, -13, 24
83, -13, 26
84, -13, 28
83, -13, 30
84, -13, 32
85, -13, 34
86, -13, 36
88, -13, 38
90, -13, 40
91, -13, 42
92, -13, 44

77, -11, 0
77, -11, 2
76, -11, 4
77, -11, 6
76, -11, 8
77, -11, 10
79, -11, 12
79, -11, 14
80, -11, 16
79, -11, 18
80, -11, 20
80, -11, 22
81, -11, 24
81, -11, 26
84, -11, 28
84, -11, 30
84, -11, 32
84, -11, 34
85, -11, 36
88, -11, 38
86, -11, 40
88, -11, 42
92, -11, 44

74, -9, 0
75, -9, 2
78, -9, 4
76, -9, 6
75, -9, 8
77, -9, 10
77, -9, 12
78, -9, 14
78, -9, 16
77, -9, 18
79, -9, 20
79, -9, 22
79, -9, 24
81, -9, 26
83, -9, 28
82, -9, 30
83, -9, 32
84, -9, 34
85, -9, 36
86, -9, 38
86, -9, 40
88, -9, 42
91, -9, 44

74, -7, 0
73, -7, 2
74, -7, 4
75, -7, 6
75, -7, 8
75, -7, 10
74, -7, 12
76, -7, 14
76, -7, 16
77, -7, 18
77, -7, 20
76, -7, 22
78, -7, 24
80, -7, 26
81, -7, 28
80, -7, 30
82, -7, 32
82, -7, 34
83, -7, 36
85, -7, 38
84, -7, 40
86, -7, 42
88, -7, 44

72, -5, 0
73, -5, 2
71, -5, 4
71, -5, 6
73, -5, 8
73, -5, 10
74, -5, 12
73, -5, 14
74, -5, 16
75, -5, 18
75, -5, 20
77, -5, 22
77, -5, 24
79, -5, 26
80, -5, 28
79, -5, 30
80, -5, 32
81, -5, 34
82, -5, 36
85, -5, 38
84, -5, 40
85, -5, 42
87, -5, 44

70, -3, 0
72, -3, 2
72, -3, 4
69, -3, 6
70, -3, 8
71, -3, 10
72, -3, 12
72, -3, 14
74, -3, 16
73, -3, 18
74, -3, 20
73, -3, 22
75, -3, 24
78, -3, 26
78, -3, 28
78, -3, 30
80, -3, 32
81, -3, 34
81, -3, 36
84, -3, 38
83, -3, 40
84, -3, 42
86, -3, 44

71, -1, 0
70, -1, 2
71, -1, 4
68, -1, 6
70, -1, 8
70, -1, 10
71, -1, 12
72, -1, 14
73, -1, 16
72, -1, 18
74, -1, 20
73, -1, 22
74, -1, 24
77, -1, 26
77, -1, 28
77, -1, 30
79, -1, 32
80, -1, 34
81, -1, 36
84, -1, 38
82, -1, 40
84, -1, 42
86, -1, 44

66, 1, 0
68, 1, 2
67, 1, 4
67, 1, 6
68, 1, 8
69, 1, 10
70, 1, 12
70, 1, 14
72, 1, 16
72, 1, 18
72, 1, 20
72, 1, 22
73, 1, 24
76, 1, 26
77, 1, 28
77, 1, 30
78, 1, 32
79, 1, 34
79, 1, 36
82, 1, 38
81, 1, 40
83, 1, 42
84, 1, 44

67, 3, 0
66, 3, 2
68, 3, 4
68, 3, 6
68, 3, 8
71, 3, 10
70, 3, 12
71, 3, 14
73, 3, 16
71, 3, 18
72, 3, 20
73, 3, 22
73, 3, 24
74, 3, 26
77, 3, 28
76, 3, 30
77, 3, 32
79, 3, 34
79, 3, 36
81, 3, 38
82, 3, 40
83, 3, 42
84, 3, 44

67, 5, 0
67, 5, 2
66, 5, 4
67, 5, 6
67, 5, 8
68, 5, 10
68, 5, 12
70, 5, 14
69, 5, 16
70, 5, 18
70, 5, 20
70, 5, 22
73, 5, 24
74, 5, 26
76, 5, 28
75, 5, 30
77, 5, 32
77, 5, 34
80, 5, 36
79, 5, 38
84, 5, 40
83, 5, 42
85, 5, 44

66, 7, 0
66, 7, 2
66, 7, 4
67, 7, 6
65, 7, 8
67, 7, 10
68, 7, 12
68, 7, 14
70, 7, 16
71, 7, 18
69, 7, 20
70, 7, 22
70, 7, 24
73, 7, 26
76, 7, 28
76, 7, 30
77, 7, 32
77, 7, 34
79, 7, 36
79, 7, 38
82, 7, 40
82, 7, 42
83, 7, 44

65, 9, 0
66, 9, 2
66, 9, 4
67, 9, 6
66, 9, 8
67, 9, 10
66, 9, 12
68, 9, 14
68, 9, 16
69, 9, 18
69, 9, 20
69, 9, 22
70, 9, 24
71, 9, 26
72, 9, 28
74, 9, 30
74, 9, 32
76, 9, 34
77, 9, 36
78, 9, 38
79, 9, 40
82, 9, 42
82, 9, 44

64, 11, 0
64, 11, 2
64, 11, 4
66, 11, 6
66, 11, 8
66, 11, 10
66, 11, 12
67, 11, 14
68, 11, 16
70, 11, 18
70, 11, 20
69, 11, 22
70, 11, 24
71, 11, 26
74, 11, 28
77, 11, 30
75, 11, 32
75, 11, 34
78, 11, 36
78, 11, 38
80, 11, 40
84, 11, 42
82, 11, 44

65, 13, 0
64, 13, 2
65, 13, 4
65, 13, 6
68, 13, 8
66, 13, 10
66, 13, 12
66, 13, 14
68, 13, 16
68, 13, 18
70, 13, 20
69, 13, 22
71, 13, 24
71, 13, 26
72, 13, 28
73, 13, 30
74, 13, 32
75, 13, 34
78, 13, 36
77, 13, 38
78, 13, 40
82, 13, 42
81, 13, 44

61, 15, 0
62, 15, 2
63, 15, 4
62, 15, 6
65, 15, 8
63, 15, 10
64, 15, 12
66, 15, 14
67, 15, 16
67, 15, 18
69, 15, 20
68, 15, 22
69, 15, 24
70, 15, 26
72, 15, 28
71, 15, 30
74, 15, 32
76, 15, 34
76, 15, 36
77, 15, 38
79, 15, 40
80, 15, 42
81, 15, 44

63, 17, 0
64, 17, 2
64, 17, 4
61, 17, 6
64, 17, 8
64, 17, 10
65, 17, 12
65, 17, 14
66, 17, 16
67, 17, 18
69, 17, 20
67, 17, 22
68, 17, 24
69, 17, 26
69, 17, 28
72, 17, 30
74, 17, 32
74, 17, 34
77, 17, 36
77, 17, 38
77, 17, 40
79, 17, 42
81, 17, 44

65, 19, 0
64, 19, 2
64, 19, 4
63, 19, 6
64, 19, 8
63, 19, 10
65, 19, 12
65, 19, 14
66, 19, 16
67, 19, 18
67, 19, 20
67, 19, 22
68, 19, 24
68, 19, 26
70, 19, 28
72, 19, 30
75, 19, 32
74, 19, 34
75, 19, 36
77, 19, 38
77, 19, 40
79, 19, 42
82, 19, 44

65, 21, 0
65, 21, 2
65, 21, 4
65, 21, 6
64, 21, 8
65, 21, 10
64, 21, 12
65, 21, 14
66, 21, 16
66, 21, 18
68, 21, 20
68, 21, 22
67, 21, 24
68, 21, 26
71, 21, 28
72, 21, 30
74, 21, 32
74, 21, 34
75, 21, 36
76, 21, 38
77, 21, 40
79, 21, 42
83, 21, 44

63, 23, 0
65, 23, 2
64, 23, 4
66, 23, 6
65, 23, 8
66, 23, 10
65, 23, 12
66, 23, 14
66, 23, 16
67, 23, 18
67, 23, 20
69, 23, 22
67, 23, 24
69, 23, 26
71, 23, 28
71, 23, 30
73, 23, 32
74, 23, 34
74, 23, 36
77, 23, 38
78, 23, 40
79, 23, 42
83, 23, 44

62, 25, 0
66, 25, 2
66, 25, 4
65, 25, 6
65, 25, 8
66, 25, 10
65, 25, 12
67, 25, 14
67, 25, 16
67, 25, 18
69, 25, 20
69, 25, 22
68, 25, 24
68, 25, 26
71, 25, 28
72, 25, 30
72, 25, 32
74, 25, 34
74, 25, 36
76, 25, 38
77, 25, 40
79, 25, 42
83, 25, 44

66, 27, 0
65, 27, 2
65, 27, 4
65, 27, 6
65, 27, 8
67, 27, 10
67, 27, 12
67, 27, 14
67, 27, 16
67, 27, 18
67, 27, 20
69, 27, 22
69, 27, 24
70, 27, 26
71, 27, 28
72, 27, 30
73, 27, 32
75, 27, 34
75, 27, 36
77, 27, 38
78, 27, 40
79, 27, 42
82, 27, 44

65, 29, 0
66, 29, 2
66, 29, 4
66, 29, 6
66, 29, 8
68, 29, 10
67, 29, 12
67, 29, 14
67, 29, 16
68, 29, 18
69, 29, 20
71, 29, 22
69, 29, 24
71, 29, 26
72, 29, 28
73, 29, 30
74, 29, 32
75, 29, 34
76, 29, 36
77, 29, 38
78, 29, 40
78, 29, 42
84, 29, 44

65, 31, 0
67, 31, 2
67, 31, 4
68, 31, 6
67, 31, 8
68, 31, 10
67, 31, 12
70, 31, 14
68, 31, 16
69, 31, 18
70, 31, 20
70, 31, 22
71, 31, 24
71, 31, 26
72, 31, 28
73, 31, 30
77, 31, 32
75, 31, 34
76, 31, 36
77, 31, 38
78, 31, 40
81, 31, 42
84, 31, 44

66, 33, 0
66, 33, 2
69, 33, 4
66, 33, 6
69, 33, 8
69, 33, 10
71, 33, 12
70, 33, 14
69, 33, 16
70, 33, 18
72, 33, 20
69, 33, 22
72, 33, 24
70, 33, 26
72, 33, 28
74, 33, 30
77, 33, 32
75, 33, 34
77, 33, 36
78, 33, 38
79, 33, 40
81, 33, 42
84, 33, 44

62, 35, 0
67, 35, 2
68, 35, 4
68, 35, 6
72, 35, 8
70, 35, 10
69, 35, 12
69, 35, 14
70, 35, 16
71, 35, 18
73, 35, 20
71, 35, 22
71, 35, 24
72, 35, 26
74, 35, 28
74, 35, 30
77, 35, 32
76, 35, 34
77, 35, 36
78, 35, 38
80, 35, 40
81, 35, 42
82, 35, 44

66, 37, 0
68, 37, 2
69, 37, 4
68, 37, 6
70, 37, 8
71, 37, 10
71, 37, 12
69, 37, 14
70, 37, 16
72, 37, 18
73, 37, 20
72, 37, 22
72, 37, 24
72, 37, 26
74, 37, 28
76, 37, 30
78, 37, 32
77, 37, 34
78, 37, 36
79, 37, 38
80, 37, 40
85, 37, 42
82, 37, 44

63, 39, 0
68, 39, 2
70, 39, 4
71, 39, 6
72, 39, 8
71, 39, 10
71, 39, 12
71, 39, 14
71, 39, 16
74, 39, 18
73, 39, 20
72, 39, 22
74, 39, 24
74, 39, 26
76, 39, 28
79, 39, 30
78, 39, 32
78, 39, 34
79, 39, 36
80, 39, 38
81, 39, 40
84, 39, 42
83, 39, 44

66, 41, 0
69, 41, 2
70, 41, 4
72, 41, 6
72, 41, 8
71, 41, 10
70, 41, 12
72, 41, 14
73, 41, 16
75, 41, 18
73, 41, 20
75, 41, 22
73, 41, 24
73, 41, 26
76, 41, 28
77, 41, 30
77, 41, 32
78, 41, 34
79, 41, 36
80, 41, 38
82, 41, 40
82, 41, 42
83, 41, 44

64, 43, 0
70, 43, 2
72, 43, 4
73, 43, 6
70, 43, 8
73, 43, 10
71, 43, 12
73, 43, 14
